word,letter,category,precision_level,etymology_summary,content,somatic_integration,temporal_translation,cultural_bridge,filepath,last_updated,hash_value
CLUELESS,C,Ignorance/Confusion,MEDIUM,"**Category**: Ignorance/Confusion  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,89938fb324f22b16
CLUELESS,C,Ignorance/Confusion,MEDIUM,"**Category**: Ignorance/Confusion  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,89938fb324f22b16
COERCED,C,Pressure/Force,CRITICAL,"**Category**: Pressure/Force  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,c43d630b5ffef3f5
COERCED,C,Pressure/Force,CRITICAL,"**Category**: Pressure/Force  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,c43d630b5ffef3f5
COLD,C,Emotional Distance/Detachment,MEDIUM,"**Category**: Emotional Distance/Detachment  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: YES  
**Cultural Bridge Integration**: RECOMMENDE",,YES,YES,RECOMMENDED,,2025-11-13T16:30:45.862587,45eab7b77a25b0fc
COLD,C,Emotional Distance/Detachment,MEDIUM,"**Category**: Emotional Distance/Detachment  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: YES  
**Cultural Bridge Integration**: RECOMMENDE",,YES,YES,RECOMMENDED,,2025-11-13T16:30:45.862587,45eab7b77a25b0fc
COLD-HEARTED,C,Emotional Detachment/Cruelty,HIGH,"**Category**: Emotional Detachment/Cruelty  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,f5dab797a08d77e6
COLD-HEARTED,C,Emotional Detachment/Cruelty,HIGH,"**Category**: Emotional Detachment/Cruelty  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,f5dab797a08d77e6
COMFORTABLE,C,Ease/Security,MEDIUM,"**Category**: Ease/Security  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,1cb2fb038127f980
COMFORTABLE,C,Ease/Security,MEDIUM,"**Category**: Ease/Security  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,1cb2fb038127f980
COMFORTED,C,Solace/Relief,LOW,"**Category**: Solace/Relief  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,cef659668b747269
COMFORTED,C,Solace/Relief,LOW,"**Category**: Solace/Relief  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,cef659668b747269
COMMANDING,C,Authority/Control,MEDIUM,"**Category**: Authority/Control  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,cbcec89e36aab287
COMMANDING,C,Authority/Control,MEDIUM,"**Category**: Authority/Control  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,cbcec89e36aab287
COMMITTED,C,Dedication/Loyalty,HIGH,"**Category**: Dedication/Loyalty  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,982f20a3f781d000
COMMITTED,C,Dedication/Loyalty,HIGH,"**Category**: Dedication/Loyalty  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,982f20a3f781d000
COMPASSION,C,Empathy/Caring,LOW,"**Category**: Empathy/Caring  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,d8b1f139c01bec8e
COMPASSION,C,Empathy/Caring,LOW,"**Category**: Empathy/Caring  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,d8b1f139c01bec8e
COMPASSIONATE,C,Empathy/Kindness,HIGH,"**Category**: Empathy/Kindness  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,60afaef52c2bf9e0
COMPASSIONATE,C,Empathy/Kindness,HIGH,"**Category**: Empathy/Kindness  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,60afaef52c2bf9e0
COMPELLING,C,Persuasion/Attraction,MEDIUM,"**Category**: Persuasion/Attraction  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,6ee5527eb67a576d
COMPELLING,C,Persuasion/Attraction,MEDIUM,"**Category**: Persuasion/Attraction  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,6ee5527eb67a576d
COMPERSION,C,Joy/Empathy,LOW,"**Category**: Joy/Empathy  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,187abbd306b7ebe0
COMPERSION,C,Joy/Empathy,LOW,"**Category**: Joy/Empathy  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,187abbd306b7ebe0
COMPETENT,C,Skill/Effectiveness,HIGH,"**Category**: Skill/Effectiveness  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,b9a827bf43a2697f
COMPETENT,C,Skill/Effectiveness,HIGH,"**Category**: Skill/Effectiveness  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,b9a827bf43a2697f
COMPETITIVE,C,Drive/Rivalry,MEDIUM,"**Category**: Drive/Rivalry  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,ced5c104028c8aaa
COMPETITIVE,C,Drive/Rivalry,MEDIUM,"**Category**: Drive/Rivalry  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,ced5c104028c8aaa
COMPLACENT,C,Satisfaction/Stagnation,MEDIUM,"**Category**: Satisfaction/Stagnation  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,9935b9f01cc6600c
COMPLACENT,C,Satisfaction/Stagnation,MEDIUM,"**Category**: Satisfaction/Stagnation  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,9935b9f01cc6600c
COMPLIANT,C,Submission/Conformity,MEDIUM,"**Category**: Submission/Conformity  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,c45899f32583210b
COMPLIANT,C,Submission/Conformity,MEDIUM,"**Category**: Submission/Conformity  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,c45899f32583210b
COMPOSED,C,Calm/Control,LOW,"**Category**: Calm/Control  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,cfe4a41060c373f7
COMPOSED,C,Calm/Control,LOW,"**Category**: Calm/Control  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,cfe4a41060c373f7
CONCEITED,C,Arrogance/Pride,MEDIUM,"**Category**: Arrogance/Pride  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,70c0141ef007c8ec
CONCEITED,C,Arrogance/Pride,MEDIUM,"**Category**: Arrogance/Pride  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,70c0141ef007c8ec
CONCERNED,C,Worry/Care,HIGH,"**Category**: Worry/Care  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,1d0f6114fdb937df
CONCERNED,C,Worry/Care,HIGH,"**Category**: Worry/Care  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,1d0f6114fdb937df
CONDEMNED,C,Judgment/Rejection,HIGH,"**Category**: Judgment/Rejection  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,a31935a20e306988
CONDEMNED,C,Judgment/Rejection,HIGH,"**Category**: Judgment/Rejection  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,a31935a20e306988
CONFIDENT,C,Self-Assurance/Conviction,HIGH,"**Category**: Self-Assurance/Conviction  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,804bb876e560e0e4
CONFIDENT,C,Self-Assurance/Conviction,HIGH,"**Category**: Self-Assurance/Conviction  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,804bb876e560e0e4
CONFLICTED,C,Inner Tension/Ambivalence,MEDIUM,"**Category**: Inner Tension/Ambivalence  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,4dfd821c127d5856
CONFLICTED,C,Inner Tension/Ambivalence,MEDIUM,"**Category**: Inner Tension/Ambivalence  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,4dfd821c127d5856
CONFUSED,C,Disorientation/Uncertainty,HIGH,"**Category**: Disorientation/Uncertainty  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,7e55c8f91f999e45
CONFUSED,C,Disorientation/Uncertainty,HIGH,"**Category**: Disorientation/Uncertainty  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,7e55c8f91f999e45
CONNECTED,C,Bonding/Unity,HIGH,"**Category**: Bonding/Unity  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,0d0a6f9b3cd394f7
CONNECTED,C,Bonding/Unity,HIGH,"**Category**: Bonding/Unity  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,0d0a6f9b3cd394f7
CONQUERED,C,Victory/Domination,HIGH,"**Category**: Victory/Domination  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,77b1f218ed373c64
CONQUERED,C,Victory/Domination,HIGH,"**Category**: Victory/Domination  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,77b1f218ed373c64
CONSTRICTED,C,Restriction/Limitation,MEDIUM,"**Category**: Restriction/Limitation  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,32c6c76e5cd0c81b
CONSTRICTED,C,Restriction/Limitation,MEDIUM,"**Category**: Restriction/Limitation  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,32c6c76e5cd0c81b
CONTEMPLATIVE,C,Reflection/Thoughtfulness,LOW,"**Category**: Reflection/Thoughtfulness  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,5e538de4722fe5e4
CONTEMPLATIVE,C,Reflection/Thoughtfulness,LOW,"**Category**: Reflection/Thoughtfulness  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,5e538de4722fe5e4
CONTEMPT,C,Disdain/Scorn,HIGH,"**Category**: Disdain/Scorn  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,f3076e4c9d940ebd
CONTEMPT,C,Disdain/Scorn,HIGH,"**Category**: Disdain/Scorn  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,f3076e4c9d940ebd
CONTEMPTUOUS,C,Disdain/Scorn,CRITICAL,"**Category**: Disdain/Scorn  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,8022823b7881fef6
CONTEMPTUOUS,C,Disdain/Scorn,CRITICAL,"**Category**: Disdain/Scorn  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,8022823b7881fef6
CONTENT,C,Satisfaction/Peace,MEDIUM,"**Category**: Satisfaction/Peace  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,0b33bcd1074df94a
CONTENT,C,Satisfaction/Peace,MEDIUM,"**Category**: Satisfaction/Peace  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-13T16:30:45.862587,0b33bcd1074df94a
CONTENTMENT,C,Satisfaction/Peace,LOW,"**Category**: Satisfaction/Peace  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,b4c6471e72c2c124
CONTENTMENT,C,Satisfaction/Peace,LOW,"**Category**: Satisfaction/Peace  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-13T16:30:45.862587,b4c6471e72c2c124
CONTROLLING,C,Dominance/Manipulation,HIGH,"**Category**: Dominance/Manipulation  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,b7f2ac3cac4ce541
CONTROLLING,C,Dominance/Manipulation,HIGH,"**Category**: Dominance/Manipulation  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,b7f2ac3cac4ce541
CONVULSED,C,Physical/Emotional Turmoil,CRITICAL,"**Category**: Physical/Emotional Turmoil  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-13T16:30:45.862587,069ece8a3277885b
